./BIWI/hpdb/01/frame_00003_rgb.png	1.5666319048416875	7.607222981354766	3.290994605902283
./BIWI/hpdb/01/frame_00004_rgb.png	1.9301307282733602	7.650884569240811	3.889410846654425
./BIWI/hpdb/01/frame_00005_rgb.png	1.9460887689819075	7.445380805905347	3.6646735968913866
./BIWI/hpdb/01/frame_00006_rgb.png	1.896884385048253	7.455990942344368	3.7959156119056465
./BIWI/hpdb/01/frame_00007_rgb.png	2.1233858888409913	7.729788763087542	3.433040288933154
./BIWI/hpdb/01/frame_00008_rgb.png	2.2393350120498807	7.529910414186969	4.0655778335259525
./BIWI/hpdb/01/frame_00009_rgb.png	1.8378119070239378	7.55363261864087	3.6193803364151944
./BIWI/hpdb/01/frame_00010_rgb.png	2.175483223304658	7.6801940030374425	3.7859478702996365
./BIWI/hpdb/01/frame_00011_rgb.png	2.1926296632151963	7.4811023608917075	3.59478059449752
./BIWI/hpdb/01/frame_00012_rgb.png	1.9567570722214573	7.58528988558166	3.791449735016878
./BIWI/hpdb/01/frame_00013_rgb.png	1.688570054786904	7.500166004553342	4.007139774441206
./BIWI/hpdb/01/frame_00014_rgb.png	2.0532312153065924	7.608087671663002	4.0478079401416025
./BIWI/hpdb/01/frame_00015_rgb.png	1.9439174611907393	7.8415737546821935	3.939508080683941
./BIWI/hpdb/01/frame_00016_rgb.png	1.9591530897027505	7.928791911576078	4.666461826433154
./BIWI/hpdb/01/frame_00017_rgb.png	1.4839186833486002	8.113321603108691	5.62449478606018
./BIWI/hpdb/01/frame_00018_rgb.png	1.238002466763217	8.365150369772767	7.012792040631837
./BIWI/hpdb/01/frame_00019_rgb.png	1.0435896959091033	8.969161074495789	8.390903736573593
./BIWI/hpdb/01/frame_00020_rgb.png	-0.13307824477669203	9.634878420051386	9.538537620481758
./BIWI/hpdb/01/frame_00021_rgb.png	-1.0512942744187492	10.56014699211953	11.98320299693763
./BIWI/hpdb/01/frame_00022_rgb.png	-1.7489178692914344	12.302916084340907	14.12795015867044
